destination_iso_country,Day of date,fl_ranking,fl_wow_change,fl_yoy_change,destination_country,flights_number_7days
SB,"December 25, 2021",7,-25.00%,-84.21%,Solomon Islands,3
PW,"December 25, 2021",5,33.33%,-81.82%,Palau,4
PG,"December 25, 2021",1,6.26%,40.18%,Papua New Guinea,628
NR,"December 25, 2021",4,66.67%,400.00%,Nauru,5
MH,"December 25, 2021",8,-60.00%,-66.67%,Marshall Islands (the),2
FM,"December 25, 2021",6,0.00%,-72.73%,Micronesia (Federated States of),3
FJ,"December 25, 2021",2,7.92%,-42.18%,Fiji,218
WS,"December 26, 2021",9,-33.33%,-95.12%,Samoa,2
VU,"December 26, 2021",3,9.52%,-45.24%,Vanuatu,46
SB,"December 26, 2021",7,-25.00%,-84.21%,Solomon Islands,3
PW,"December 26, 2021",5,33.33%,-81.82%,Palau,4
PG,"December 26, 2021",1,4.01%,38.84%,Papua New Guinea,622
NR,"December 26, 2021",4,66.67%,150.00%,Nauru,5
MH,"December 26, 2021",8,-50.00%,-66.67%,Marshall Islands (the),2
FM,"December 26, 2021",6,0.00%,-72.73%,Micronesia (Federated States of),3
FJ,"December 26, 2021",2,10.45%,-36.93%,Fiji,222
WS,"December 27, 2021",9,-33.33%,-95.12%,Samoa,2
VU,"December 27, 2021",3,2.22%,-43.90%,Vanuatu,46
SB,"December 27, 2021",6,0.00%,-78.95%,Solomon Islands,4
PW,"December 27, 2021",5,33.33%,-80.95%,Palau,4
PG,"December 27, 2021",1,5.04%,40.45%,Papua New Guinea,625
NR,"December 27, 2021",4,0.00%,33.33%,Nauru,4
MH,"December 27, 2021",8,-33.33%,-66.67%,Marshall Islands (the),2
FM,"December 27, 2021",7,0.00%,-72.73%,Micronesia (Federated States of),3
FJ,"December 27, 2021",2,11.39%,-24.50%,Fiji,225
WS,"December 28, 2021",9,100.00%,-94.74%,Samoa,2
VU,"December 28, 2021",3,-10.20%,-45.00%,Vanuatu,44
SB,"December 28, 2021",5,100.00%,-77.78%,Solomon Islands,4
PW,"December 28, 2021",4,33.33%,-81.82%,Palau,4
PG,"December 28, 2021",1,1.32%,40.64%,Papua New Guinea,616
NR,"December 28, 2021",7,-25.00%,0.00%,Nauru,3
MH,"December 28, 2021",8,-33.33%,-66.67%,Marshall Islands (the),2
FM,"December 28, 2021",6,0.00%,-72.73%,Micronesia (Federated States of),3
FJ,"December 28, 2021",2,3.81%,-19.26%,Fiji,218
WS,"December 29, 2021",10,-50.00%,-97.37%,Samoa,1
VU,"December 29, 2021",3,-6.25%,-44.44%,Vanuatu,45
TO,"December 29, 2021",9,,-93.33%,Tonga,1
SB,"December 29, 2021",8,-50.00%,-88.89%,Solomon Islands,2
PW,"December 29, 2021",4,150.00%,-78.26%,Palau,5
PG,"December 29, 2021",1,0.00%,40.69%,Papua New Guinea,612
NR,"December 29, 2021",7,-50.00%,-33.33%,Nauru,2
MH,"December 29, 2021",6,50.00%,-40.00%,Marshall Islands (the),3
FM,"December 29, 2021",5,0.00%,-72.73%,Micronesia (Federated States of),3
FJ,"December 29, 2021",2,0.00%,-18.80%,Fiji,216
WS,"December 30, 2021",9,-50.00%,-97.30%,Samoa,1
VU,"December 30, 2021",3,-14.29%,-45.45%,Vanuatu,42
TO,"December 30, 2021",8,,-92.86%,Tonga,1
SB,"December 30, 2021",7,-50.00%,-88.24%,Solomon Islands,2
PW,"December 30, 2021",4,33.33%,-84.00%,Palau,4
PG,"December 30, 2021",1,-2.40%,40.97%,Papua New Guinea,609
MH,"December 30, 2021",6,50.00%,-40.00%,Marshall Islands (the),3
FM,"December 30, 2021",5,0.00%,-66.67%,Micronesia (Federated States of),3
FJ,"December 30, 2021",2,-7.62%,-22.56%,Fiji,206
WS,"December 31, 2021",9,0.00%,-94.59%,Samoa,2
VU,"December 31, 2021",3,-28.00%,-50.68%,Vanuatu,36
TO,"December 31, 2021",10,,-90.00%,Tonga,1
SB,"December 31, 2021",8,-50.00%,-87.50%,Solomon Islands,2
PW,"December 31, 2021",4,33.33%,-84.00%,Palau,4
PG,"December 31, 2021",1,-3.68%,40.33%,Papua New Guinea,602
NR,"December 31, 2021",7,-66.67%,-33.33%,Nauru,2
MH,"December 31, 2021",6,50.00%,-50.00%,Marshall Islands (the),3
FM,"December 31, 2021",5,0.00%,-66.67%,Micronesia (Federated States of),3
FJ,"December 31, 2021",2,-7.66%,-23.51%,Fiji,205
WS,"January 1, 2022",10,-50.00%,-96.77%,Samoa,1
VU,"January 1, 2022",3,-29.79%,-51.47%,Vanuatu,33
TO,"January 1, 2022",9,,-94.12%,Tonga,1
SB,"January 1, 2022",8,-33.33%,-90.48%,Solomon Islands,2
PW,"January 1, 2022",5,0.00%,-78.95%,Palau,4
PG,"January 1, 2022",1,-4.14%,98.68%,Papua New Guinea,602
NR,"January 1, 2022",7,-60.00%,-75.00%,Nauru,2
MH,"January 1, 2022",6,50.00%,-70.00%,Marshall Islands (the),3
FM,"January 1, 2022",4,33.33%,-84.00%,Micronesia (Federated States of),4
FJ,"January 1, 2022",2,-5.50%,-28.22%,Fiji,206
WS,"January 2, 2022",10,-50.00%,-96.67%,Samoa,1
VU,"January 2, 2022",3,-23.91%,-48.53%,Vanuatu,35
TO,"January 2, 2022",9,,-93.75%,Tonga,1
SB,"January 2, 2022",8,-33.33%,-90.48%,Solomon Islands,2
PW,"January 2, 2022",5,0.00%,-80.00%,Palau,4
PG,"January 2, 2022",1,-4.50%,99.33%,Papua New Guinea,594
NR,"January 2, 2022",7,-60.00%,-75.00%,Nauru,2
MH,"January 2, 2022",6,50.00%,-72.73%,Marshall Islands (the),3
FM,"January 2, 2022",4,33.33%,-84.00%,Micronesia (Federated States of),4
FJ,"January 2, 2022",2,-7.21%,-28.72%,Fiji,206
WS,"January 3, 2022",9,0.00%,-93.33%,Samoa,2
VU,"January 3, 2022",3,-26.09%,-50.00%,Vanuatu,34
TO,"January 3, 2022",8,,-87.50%,Tonga,2
SB,"January 3, 2022",10,-75.00%,-95.00%,Solomon Islands,1
PW,"January 3, 2022",6,0.00%,-80.95%,Palau,4
PG,"January 3, 2022",1,-6.08%,95.02%,Papua New Guinea,587
NR,"January 3, 2022",7,-50.00%,-77.78%,Nauru,2
MH,"January 3, 2022",5,100.00%,-60.00%,Marshall Islands (the),4
FM,"January 3, 2022",4,33.33%,-84.00%,Micronesia (Federated States of),4
FJ,"January 3, 2022",2,-12.00%,-33.33%,Fiji,198
WS,"January 4, 2022",5,150.00%,-82.76%,Samoa,5
VU,"January 4, 2022",3,-22.73%,-50.72%,Vanuatu,34
TO,"January 4, 2022",9,,-89.47%,Tonga,2
SB,"January 4, 2022",10,-75.00%,-95.00%,Solomon Islands,1
PW,"January 4, 2022",7,0.00%,-82.61%,Palau,4
PG,"January 4, 2022",1,-4.22%,100.00%,Papua New Guinea,590
NR,"January 4, 2022",8,-33.33%,-77.78%,Nauru,2
MH,"January 4, 2022",6,100.00%,-60.00%,Marshall Islands (the),4
FM,"January 4, 2022",4,66.67%,-80.00%,Micronesia (Federated States of),5
FJ,"January 4, 2022",2,-9.63%,-31.60%,Fiji,197
WS,"January 5, 2022",5,400.00%,-82.76%,Samoa,5
VU,"January 5, 2022",3,-24.44%,-51.43%,Vanuatu,34
TO,"January 5, 2022",10,0.00%,-94.74%,Tonga,1
SB,"January 5, 2022",9,-50.00%,-95.00%,Solomon Islands,1
PW,"January 5, 2022",6,-20.00%,-80.00%,Palau,4
PG,"January 5, 2022",1,-0.82%,100.99%,Papua New Guinea,607
NR,"January 5, 2022",8,0.00%,-77.78%,Nauru,2
MH,"January 5, 2022",7,0.00%,-66.67%,Marshall Islands (the),3
FM,"January 5, 2022",4,66.67%,-80.00%,Micronesia (Federated States of),5
FJ,"January 5, 2022",2,-10.65%,-31.32%,Fiji,193
WS,"January 6, 2022",5,400.00%,-82.76%,Samoa,5
VU,"January 6, 2022",3,-11.90%,-45.59%,Vanuatu,37
TO,"January 6, 2022",10,0.00%,-94.74%,Tonga,1
SB,"January 6, 2022",9,-50.00%,-95.00%,Solomon Islands,1
PW,"January 6, 2022",6,0.00%,-80.95%,Palau,4
PG,"January 6, 2022",1,-1.15%,98.03%,Papua New Guinea,602
NR,"January 6, 2022",8,,-66.67%,Nauru,3
MH,"January 6, 2022",7,0.00%,-66.67%,Marshall Islands (the),3
FM,"January 6, 2022",4,66.67%,-81.48%,Micronesia (Federated States of),5
FJ,"January 6, 2022",2,-4.37%,-29.14%,Fiji,197
WS,"January 7, 2022",5,150.00%,-83.87%,Samoa,5
VU,"January 7, 2022",3,5.56%,-44.12%,Vanuatu,38
TO,"January 7, 2022",10,0.00%,-95.00%,Tonga,1
SB,"January 7, 2022",9,-50.00%,-95.00%,Solomon Islands,1
PW,"January 7, 2022",6,0.00%,-80.95%,Palau,4
PG,"January 7, 2022",1,3.32%,100.65%,Papua New Guinea,622
NR,"January 7, 2022",8,0.00%,-77.78%,Nauru,2
MH,"January 7, 2022",7,0.00%,-62.50%,Marshall Islands (the),3
FM,"January 7, 2022",4,66.67%,-80.77%,Micronesia (Federated States of),5
FJ,"January 7, 2022",2,-5.37%,-30.47%,Fiji,194
WS,"January 8, 2022",4,400.00%,-83.87%,Samoa,5
VU,"January 8, 2022",3,33.33%,-38.03%,Vanuatu,44
TO,"January 8, 2022",10,0.00%,-95.24%,Tonga,1
SB,"January 8, 2022",9,-50.00%,-95.00%,Solomon Islands,1
PW,"January 8, 2022",7,-25.00%,-85.71%,Palau,3
PG,"January 8, 2022",1,5.65%,98.75%,Papua New Guinea,636
NR,"January 8, 2022",8,0.00%,-77.78%,Nauru,2
MH,"January 8, 2022",6,0.00%,-62.50%,Marshall Islands (the),3
FM,"January 8, 2022",5,0.00%,-84.62%,Micronesia (Federated States of),4
FJ,"January 8, 2022",2,-5.83%,-31.21%,Fiji,194
WS,"January 9, 2022",4,400.00%,-84.38%,Samoa,5
VU,"January 9, 2022",3,20.00%,-40.00%,Vanuatu,42
TO,"January 9, 2022",10,0.00%,-95.24%,Tonga,1
SB,"January 9, 2022",9,-50.00%,-95.00%,Solomon Islands,1
PW,"January 9, 2022",7,-25.00%,-85.00%,Palau,3
PG,"January 9, 2022",1,10.27%,104.05%,Papua New Guinea,655
NR,"January 9, 2022",8,0.00%,-75.00%,Nauru,2
MH,"January 9, 2022",6,0.00%,-62.50%,Marshall Islands (the),3
FM,"January 9, 2022",5,0.00%,-84.62%,Micronesia (Federated States of),4
FJ,"January 9, 2022",2,-16.50%,-38.57%,Fiji,172
WS,"January 10, 2022",5,100.00%,-87.88%,Samoa,4
VU,"January 10, 2022",3,23.53%,-40.85%,Vanuatu,42
TO,"January 10, 2022",10,-50.00%,-95.24%,Tonga,1
SB,"January 10, 2022",9,0.00%,-95.24%,Solomon Islands,1
PW,"January 10, 2022",7,-25.00%,-85.00%,Palau,3
PG,"January 10, 2022",1,13.80%,101.20%,Papua New Guinea,668
NR,"January 10, 2022",6,50.00%,-62.50%,Nauru,3
MH,"January 10, 2022",8,-50.00%,-75.00%,Marshall Islands (the),2
FM,"January 10, 2022",4,0.00%,-85.19%,Micronesia (Federated States of),4
FJ,"January 10, 2022",2,-10.61%,-35.87%,Fiji,177
WS,"January 11, 2022",10,-80.00%,-97.22%,Samoa,1
VU,"January 11, 2022",3,26.47%,-36.76%,Vanuatu,43
TO,"January 11, 2022",9,-50.00%,-95.00%,Tonga,1
SB,"January 11, 2022",8,0.00%,-95.24%,Solomon Islands,1
PW,"January 11, 2022",6,-25.00%,-84.21%,Palau,3
PG,"January 11, 2022",1,13.56%,110.69%,Papua New Guinea,670
NR,"January 11, 2022",5,50.00%,-57.14%,Nauru,3
MH,"January 11, 2022",7,-50.00%,-75.00%,Marshall Islands (the),2
FM,"January 11, 2022",4,-40.00%,-88.00%,Micronesia (Federated States of),3
FJ,"January 11, 2022",2,-8.63%,-33.33%,Fiji,180
WS,"January 12, 2022",10,-80.00%,-97.30%,Samoa,1
VU,"January 12, 2022",3,20.59%,-38.81%,Vanuatu,41
TO,"January 12, 2022",9,0.00%,-95.00%,Tonga,1
SB,"January 12, 2022",8,0.00%,-95.24%,Solomon Islands,1
PW,"January 12, 2022",7,-50.00%,-90.00%,Palau,2
PG,"January 12, 2022",1,9.72%,103.05%,Papua New Guinea,666
NR,"January 12, 2022",5,50.00%,-57.14%,Nauru,3
MH,"January 12, 2022",6,-33.33%,-75.00%,Marshall Islands (the),2
FM,"January 12, 2022",4,-40.00%,-88.00%,Micronesia (Federated States of),3
FJ,"January 12, 2022",2,-7.77%,-35.04%,Fiji,178
WS,"January 13, 2022",10,-80.00%,-97.30%,Samoa,1
VU,"January 13, 2022",3,5.41%,-41.79%,Vanuatu,39
TO,"January 13, 2022",9,0.00%,-95.00%,Tonga,1
SB,"January 13, 2022",8,0.00%,-95.24%,Solomon Islands,1
PW,"January 13, 2022",7,-50.00%,-89.47%,Palau,2
PG,"January 13, 2022",1,10.96%,103.04%,Papua New Guinea,668
NR,"January 13, 2022",5,0.00%,-50.00%,Nauru,3
MH,"January 13, 2022",6,-33.33%,-71.43%,Marshall Islands (the),2
FM,"January 13, 2022",4,-40.00%,-87.50%,Micronesia (Federated States of),3
FJ,"January 13, 2022",2,-12.18%,-38.21%,Fiji,173
VU,"January 14, 2022",3,10.53%,-37.31%,Vanuatu,42
TO,"January 14, 2022",9,0.00%,-95.00%,Tonga,1
SB,"January 14, 2022",8,0.00%,-95.00%,Solomon Islands,1
PW,"January 14, 2022",7,-50.00%,-90.00%,Palau,2
PG,"January 14, 2022",1,5.31%,94.94%,Papua New Guinea,655
NR,"January 14, 2022",6,0.00%,-66.67%,Nauru,2
MH,"January 14, 2022",5,-33.33%,-71.43%,Marshall Islands (the),2
FM,"January 14, 2022",4,-40.00%,-87.50%,Micronesia (Federated States of),3
FJ,"January 14, 2022",2,-14.43%,-40.93%,Fiji,166
WS,"January 15, 2022",10,-80.00%,-97.22%,Samoa,1
VU,"January 15, 2022",3,-2.27%,-35.82%,Vanuatu,43
TO,"January 15, 2022",9,0.00%,-95.00%,Tonga,1
SB,"January 15, 2022",8,0.00%,-95.00%,Solomon Islands,1
PW,"January 15, 2022",7,-33.33%,-89.47%,Palau,2
PG,"January 15, 2022",1,2.52%,91.20%,Papua New Guinea,652
NR,"January 15, 2022",6,0.00%,-66.67%,Nauru,2
MH,"January 15, 2022",5,-33.33%,-71.43%,Marshall Islands (the),2
FM,"January 15, 2022",4,-25.00%,-85.71%,Micronesia (Federated States of),3
FJ,"January 15, 2022",2,-20.62%,-44.60%,Fiji,154
WS,"January 16, 2022",4,-20.00%,-89.19%,Samoa,4
VU,"January 16, 2022",3,2.38%,-38.57%,Vanuatu,43
TO,"January 16, 2022",10,0.00%,-95.00%,Tonga,1
SB,"January 16, 2022",9,0.00%,-95.00%,Solomon Islands,1
PW,"January 16, 2022",8,-33.33%,-89.47%,Palau,2
PG,"January 16, 2022",1,-0.61%,86.00%,Papua New Guinea,651
NR,"January 16, 2022",7,0.00%,-66.67%,Nauru,2
MH,"January 16, 2022",6,-33.33%,-60.00%,Marshall Islands (the),2
FM,"January 16, 2022",5,-25.00%,-85.71%,Micronesia (Federated States of),3
FJ,"January 16, 2022",2,-11.05%,-44.96%,Fiji,153
WS,"January 17, 2022",5,0.00%,-88.57%,Samoa,4
VU,"January 17, 2022",3,-2.38%,-42.25%,Vanuatu,41
SB,"January 17, 2022",9,0.00%,-95.00%,Solomon Islands,1
PW,"January 17, 2022",7,-33.33%,-89.47%,Palau,2
PG,"January 17, 2022",1,-3.89%,88.82%,Papua New Guinea,642
NR,"January 17, 2022",8,-66.67%,-80.00%,Nauru,1
MH,"January 17, 2022",6,0.00%,-66.67%,Marshall Islands (the),2
FM,"January 17, 2022",4,0.00%,-76.47%,Micronesia (Federated States of),4
FJ,"January 17, 2022",2,-19.77%,-48.74%,Fiji,142
WS,"January 18, 2022",4,300.00%,-88.24%,Samoa,4
VU,"January 18, 2022",3,-4.65%,-44.59%,Vanuatu,41
SB,"January 18, 2022",9,0.00%,-95.00%,Solomon Islands,1
PW,"January 18, 2022",7,-33.33%,-89.47%,Palau,2
PG,"January 18, 2022",1,-2.54%,83.94%,Papua New Guinea,653
NR,"January 18, 2022",8,-66.67%,-80.00%,Nauru,1
MH,"January 18, 2022",6,0.00%,-66.67%,Marshall Islands (the),2
FM,"January 18, 2022",5,0.00%,-86.36%,Micronesia (Federated States of),3
FJ,"January 18, 2022",2,-23.33%,-52.74%,Fiji,138
WS,"January 19, 2022",4,400.00%,-84.85%,Samoa,5
VU,"January 19, 2022",3,4.88%,-42.67%,Vanuatu,43
SB,"January 19, 2022",9,0.00%,-95.00%,Solomon Islands,1
PW,"January 19, 2022",8,0.00%,-88.89%,Palau,2
PG,"January 19, 2022",1,-3.30%,82.44%,Papua New Guinea,644
NR,"January 19, 2022",7,-33.33%,-66.67%,Nauru,2
MH,"January 19, 2022",6,50.00%,-57.14%,Marshall Islands (the),3
FM,"January 19, 2022",5,33.33%,-81.82%,Micronesia (Federated States of),4
FJ,"January 19, 2022",2,-24.72%,-55.33%,Fiji,134
WS,"January 20, 2022",4,400.00%,-85.29%,Samoa,5
VU,"January 20, 2022",3,12.82%,-44.30%,Vanuatu,44
SB,"January 20, 2022",9,0.00%,-95.00%,Solomon Islands,1
PW,"January 20, 2022",7,0.00%,-88.89%,Palau,2
PG,"January 20, 2022",1,-3.29%,79.44%,Papua New Guinea,646
NR,"January 20, 2022",8,-66.67%,-83.33%,Nauru,1
MH,"January 20, 2022",6,50.00%,-62.50%,Marshall Islands (the),3
FM,"January 20, 2022",5,33.33%,-81.82%,Micronesia (Federated States of),4
FJ,"January 20, 2022",2,-23.70%,-55.41%,Fiji,132
WS,"January 21, 2022",4,,-81.25%,Samoa,6
VU,"January 21, 2022",3,4.76%,-42.86%,Vanuatu,44
SB,"January 21, 2022",9,0.00%,-95.24%,Solomon Islands,1
PW,"January 21, 2022",7,0.00%,-88.24%,Palau,2
PG,"January 21, 2022",1,-0.92%,85.96%,Papua New Guinea,649
NR,"January 21, 2022",8,-50.00%,-83.33%,Nauru,1
MH,"January 21, 2022",6,50.00%,-70.00%,Marshall Islands (the),3
FM,"January 21, 2022",5,33.33%,-81.82%,Micronesia (Federated States of),4
FJ,"January 21, 2022",2,-21.08%,-55.74%,Fiji,131
WS,"January 22, 2022",4,400.00%,-84.85%,Samoa,5
VU,"January 22, 2022",3,2.33%,-44.30%,Vanuatu,44
SB,"January 22, 2022",9,0.00%,-95.00%,Solomon Islands,1
PW,"January 22, 2022",7,50.00%,-83.33%,Palau,3
PG,"January 22, 2022",1,-0.15%,90.35%,Papua New Guinea,651
NR,"January 22, 2022",8,-50.00%,-83.33%,Nauru,1
MH,"January 22, 2022",6,50.00%,-72.73%,Marshall Islands (the),3
FM,"January 22, 2022",5,33.33%,-83.33%,Micronesia (Federated States of),4
FJ,"January 22, 2022",2,-13.64%,-55.07%,Fiji,133
WS,"January 23, 2022",7,-50.00%,-93.75%,Samoa,2
VU,"January 23, 2022",3,4.65%,-40.79%,Vanuatu,45
SB,"January 23, 2022",9,0.00%,-94.74%,Solomon Islands,1
PW,"January 23, 2022",6,50.00%,-83.33%,Palau,3
PG,"January 23, 2022",1,0.00%,97.27%,Papua New Guinea,651
NR,"January 23, 2022",8,-50.00%,-83.33%,Nauru,1
MH,"January 23, 2022",5,50.00%,-75.00%,Marshall Islands (the),3
FM,"January 23, 2022",4,33.33%,-84.00%,Micronesia (Federated States of),4
FJ,"January 23, 2022",2,-4.58%,-51.82%,Fiji,146
WS,"January 24, 2022",7,-50.00%,-93.94%,Samoa,2
VU,"January 24, 2022",3,9.76%,-40.00%,Vanuatu,45
SB,"January 24, 2022",9,0.00%,-94.74%,Solomon Islands,1
PW,"January 24, 2022",6,50.00%,-82.35%,Palau,3
PG,"January 24, 2022",1,2.34%,94.38%,Papua New Guinea,657
NR,"January 24, 2022",8,0.00%,-85.71%,Nauru,1
MH,"January 24, 2022",5,50.00%,-75.00%,Marshall Islands (the),3
FM,"January 24, 2022",4,-25.00%,-89.29%,Micronesia (Federated States of),3
FJ,"January 24, 2022",2,4.93%,-51.47%,Fiji,149
WS,"January 25, 2022",7,-50.00%,-93.94%,Samoa,2
VU,"January 25, 2022",3,9.76%,-40.79%,Vanuatu,45
TO,"January 25, 2022",10,,-94.74%,Tonga,1
SB,"January 25, 2022",9,0.00%,-94.74%,Solomon Islands,1
PW,"January 25, 2022",6,50.00%,-82.35%,Palau,3
PG,"January 25, 2022",1,-0.77%,92.86%,Papua New Guinea,648
NR,"January 25, 2022",8,0.00%,-85.71%,Nauru,1
MH,"January 25, 2022",5,50.00%,-78.57%,Marshall Islands (the),3
FM,"January 25, 2022",4,33.33%,-84.00%,Micronesia (Federated States of),4
FJ,"January 25, 2022",2,3.62%,-53.72%,Fiji,143
WS,"January 26, 2022",9,-80.00%,-96.88%,Samoa,1
VU,"January 26, 2022",3,0.00%,-42.67%,Vanuatu,43
TO,"January 26, 2022",8,,-94.74%,Tonga,1
SB,"January 26, 2022",7,0.00%,-95.00%,Solomon Islands,1
PW,"January 26, 2022",5,50.00%,-83.33%,Palau,3
PG,"January 26, 2022",1,1.24%,96.98%,Papua New Guinea,652
MH,"January 26, 2022",6,-33.33%,-84.62%,Marshall Islands (the),2
FM,"January 26, 2022",4,-25.00%,-88.46%,Micronesia (Federated States of),3
FJ,"January 26, 2022",2,7.46%,-51.35%,Fiji,144
WS,"January 27, 2022",10,-80.00%,-96.67%,Samoa,1
VU,"January 27, 2022",3,0.00%,-38.03%,Vanuatu,44
TO,"January 27, 2022",9,,-94.74%,Tonga,1
SB,"January 27, 2022",8,0.00%,-94.74%,Solomon Islands,1
PW,"January 27, 2022",5,50.00%,-83.33%,Palau,3
PG,"January 27, 2022",1,0.62%,99.39%,Papua New Guinea,650
NR,"January 27, 2022",7,0.00%,-85.71%,Nauru,1
MH,"January 27, 2022",6,-33.33%,-84.62%,Marshall Islands (the),2
FM,"January 27, 2022",4,0.00%,-84.62%,Micronesia (Federated States of),4
FJ,"January 27, 2022",2,10.61%,-51.01%,Fiji,146
VU,"January 28, 2022",3,-4.55%,-43.24%,Vanuatu,42
TO,"January 28, 2022",9,,-94.74%,Tonga,1
SB,"January 28, 2022",8,0.00%,-94.74%,Solomon Islands,1
PW,"January 28, 2022",5,50.00%,-82.35%,Palau,3
PG,"January 28, 2022",1,-3.24%,97.48%,Papua New Guinea,628
NR,"January 28, 2022",7,0.00%,-85.71%,Nauru,1
MH,"January 28, 2022",6,-33.33%,-83.33%,Marshall Islands (the),2
FM,"January 28, 2022",4,0.00%,-84.62%,Micronesia (Federated States of),4
FJ,"January 28, 2022",2,12.98%,-49.83%,Fiji,148
VU,"January 29, 2022",3,-9.09%,-44.44%,Vanuatu,40
TO,"January 29, 2022",9,,-94.44%,Tonga,1
SB,"January 29, 2022",8,0.00%,-95.00%,Solomon Islands,1
PW,"January 29, 2022",7,-33.33%,-87.50%,Palau,2
PG,"January 29, 2022",1,-5.22%,95.25%,Papua New Guinea,617
NR,"January 29, 2022",6,100.00%,-71.43%,Nauru,2
MH,"January 29, 2022",5,-33.33%,-83.33%,Marshall Islands (the),2
FM,"January 29, 2022",4,0.00%,-85.19%,Micronesia (Federated States of),4
FJ,"January 29, 2022",2,7.52%,-51.36%,Fiji,143
VU,"January 30, 2022",3,-8.89%,-42.25%,Vanuatu,41
TO,"January 30, 2022",9,,-94.44%,Tonga,1
SB,"January 30, 2022",8,100.00%,-90.91%,Solomon Islands,2
PW,"January 30, 2022",7,-33.33%,-87.50%,Palau,2
PG,"January 30, 2022",1,-6.45%,89.13%,Papua New Guinea,609
NR,"January 30, 2022",6,100.00%,-80.00%,Nauru,2
MH,"January 30, 2022",5,-33.33%,-83.33%,Marshall Islands (the),2
FM,"January 30, 2022",4,0.00%,-84.62%,Micronesia (Federated States of),4
FJ,"January 30, 2022",2,-8.90%,-54.45%,Fiji,133
VU,"January 31, 2022",3,-2.22%,-38.03%,Vanuatu,44
TO,"January 31, 2022",9,,-88.89%,Tonga,2
SB,"January 31, 2022",8,100.00%,-90.91%,Solomon Islands,2
PW,"January 31, 2022",7,-33.33%,-88.24%,Palau,2
PG,"January 31, 2022",1,-11.42%,81.88%,Papua New Guinea,582
NR,"January 31, 2022",6,100.00%,-80.00%,Nauru,2
MH,"January 31, 2022",5,0.00%,-75.00%,Marshall Islands (the),3
FM,"January 31, 2022",4,66.67%,-80.77%,Micronesia (Federated States of),5
FJ,"January 31, 2022",2,-18.79%,-58.42%,Fiji,121
VU,"February 1, 2022",3,0.00%,-35.71%,Vanuatu,45
TO,"February 1, 2022",10,0.00%,-93.75%,Tonga,1
SB,"February 1, 2022",8,100.00%,-91.30%,Solomon Islands,2
PW,"February 1, 2022",7,-33.33%,-88.89%,Palau,2
PG,"February 1, 2022",1,-12.50%,78.86%,Papua New Guinea,567
NR,"February 1, 2022",6,100.00%,-80.00%,Nauru,2
MH,"February 1, 2022",5,0.00%,-70.00%,Marshall Islands (the),3
KI,"February 1, 2022",9,,-83.33%,Kiribati,1
FM,"February 1, 2022",4,25.00%,-80.77%,Micronesia (Federated States of),5
FJ,"February 1, 2022",2,-22.38%,-61.59%,Fiji,111
VU,"February 2, 2022",3,6.98%,-32.35%,Vanuatu,46
TO,"February 2, 2022",10,0.00%,-93.75%,Tonga,1
SB,"February 2, 2022",8,100.00%,-90.91%,Solomon Islands,2
PW,"February 2, 2022",7,-33.33%,-88.24%,Palau,2
PG,"February 2, 2022",1,-17.64%,71.02%,Papua New Guinea,537
NR,"February 2, 2022",6,,-66.67%,Nauru,3
MH,"February 2, 2022",5,50.00%,-70.00%,Marshall Islands (the),3
KI,"February 2, 2022",9,,-83.33%,Kiribati,1
FM,"February 2, 2022",4,66.67%,-81.48%,Micronesia (Federated States of),5
FJ,"February 2, 2022",2,-34.03%,-67.69%,Fiji,95
VU,"February 3, 2022",3,2.27%,-32.84%,Vanuatu,45
TO,"February 3, 2022",10,0.00%,-93.75%,Tonga,1
SB,"February 3, 2022",8,100.00%,-91.67%,Solomon Islands,2
PW,"February 3, 2022",7,-33.33%,-88.24%,Palau,2
PG,"February 3, 2022",1,-19.08%,69.13%,Papua New Guinea,526
NR,"February 3, 2022",6,200.00%,-70.00%,Nauru,3
MH,"February 3, 2022",5,50.00%,-70.00%,Marshall Islands (the),3
KI,"February 3, 2022",9,,-83.33%,Kiribati,1
FM,"February 3, 2022",4,0.00%,-84.62%,Micronesia (Federated States of),4
FJ,"February 3, 2022",2,-44.52%,-72.45%,Fiji,81
WS,"February 4, 2022",11,,-95.65%,Samoa,1
VU,"February 4, 2022",3,7.14%,-31.82%,Vanuatu,45
TO,"February 4, 2022",10,0.00%,-93.75%,Tonga,1
SB,"February 4, 2022",8,100.00%,-91.67%,Solomon Islands,2
PW,"February 4, 2022",7,-33.33%,-89.47%,Palau,2
PG,"February 4, 2022",1,-16.72%,63.95%,Papua New Guinea,523
NR,"February 4, 2022",6,200.00%,-70.00%,Nauru,3
MH,"February 4, 2022",5,50.00%,-66.67%,Marshall Islands (the),3
KI,"February 4, 2022",9,,-83.33%,Kiribati,1
FM,"February 4, 2022",4,0.00%,-84.62%,Micronesia (Federated States of),4
FJ,"February 4, 2022",2,-50.68%,-75.34%,Fiji,73
WS,"February 5, 2022",11,,-95.45%,Samoa,1
VU,"February 5, 2022",3,15.00%,-28.13%,Vanuatu,46
TO,"February 5, 2022",10,0.00%,-92.86%,Tonga,1
SB,"February 5, 2022",8,100.00%,-91.67%,Solomon Islands,2
PW,"February 5, 2022",7,0.00%,-90.48%,Palau,2
